#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Pokedex Entry
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,"This brutal Pokemon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,"This Pokemon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,"When volcanic ash darkened the atmosphere, it is said that Volcarona's fire provided a replacement for the sun."
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,Tornadus,Flying,,580,79,115,70,125,80,111,5,True,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,5,True,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,True,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,False,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,5,False,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
